case_number,source,prompt,evaluation_seed,coco_id
18750,coco-30k,A dog sitting on the side of an area where boats are docked in the water.,18660,493797
18751,coco-30k,A man is grabbing the tie of another person that appears in the mirror.,71303,100428
18752,coco-30k,One brown cow sitting on top of the rocky ground.,24208,223816
18753,coco-30k,A group of colorful cows laying inside of a barn.,35435,231758
18754,coco-30k,A man standing on the beach playing frisbee ,8355,171443
18755,coco-30k,a large white cat laying next to a closet and black shoes,7575,367468
18756,coco-30k,a black and white photo of a old stream train,28548,494320
18757,coco-30k,The blue train is passing through a wooded area. ,57825,7666
18758,coco-30k,A man adjusting his neck tie while wearing a vest.,53805,180283
18759,coco-30k,An older man with a bow tie happily poses for a picture.,96940,274219
18760,coco-30k,A couple of trains traveling down the tracks.,42073,452461
18761,coco-30k,A young child wearing a paper yellow tie.,65749,375881
18762,coco-30k,A white cat standing next to a cluster of palm trees.,4400,42421
18763,coco-30k,two dogs laying down on a brown couch,64656,236784
18764,coco-30k,A large elephant walking through a lush forest hillside.,30691,206362
18765,coco-30k,A group of men standing next to each other.,12746,306415
18766,coco-30k,A man sitting at a table with lots of items on it.,45528,120099
18767,coco-30k,there are two large boats that are in the water ,31644,511321
18768,coco-30k,Three men on a kayak paddling on a body of water.,69970,383518
18769,coco-30k,A woman is standing next to a wall with a blue umbrella.,26305,306412
18770,coco-30k,A black and white cat is sitting looking out a window.,45014,182683
18771,coco-30k,A statue of a large brown bear tearing off a cars door.,92840,341094
18772,coco-30k,there are many cows that are laying in this barn,30198,414560
18773,coco-30k,A woman holding a small child that is trying to pet a cow.,27344,419386
18774,coco-30k,a man in glasses and a tie is smiling ,77103,477025
18775,coco-30k,A photographer is setting up his lighting equipment. ,72400,93089
18776,coco-30k,a cat sitting in a chair looking up,81620,353970
18777,coco-30k,"A baby that is pressing on a small, black suitcase.",45983,343914
18778,coco-30k,A group of people walking down a wet sidewalk.,64264,212761
18779,coco-30k,a cat is standing inside of a bathroom sink,7948,419051
18780,coco-30k,a few chairs sitting under an umbrella on the beach ,11263,512785
18781,coco-30k,A couple of people walking behind a stop sign near bushes.,28848,137479
18782,coco-30k,A kitty cat standing on a sink playing with a mirror.,34482,122213
18783,coco-30k,a bunch of elephants moving down the road,19661,580796
18784,coco-30k,A red and black boat floating on top of water.,87852,395633
18785,coco-30k,"An old, run down truck that is rusted and parked in a grassy area.",89518,532773
18786,coco-30k,A group of men washing a baby elephant in a river.,96392,149165
18787,coco-30k,A group of people riding bikes down a street.,83264,449638
18788,coco-30k,Two people riding on the back of an elephant through a lake.,27829,433714
18789,coco-30k,An animal standing on top of a lush green field.,23133,454577
18790,coco-30k,there are many trucks that are going down the freeway,82787,192620
18791,coco-30k,A cat laying on top of a white bed on a pillow.,50106,461410
18792,coco-30k,Two cats are lying next to each other with heads on a pillow. ,66388,197111
18793,coco-30k,A man is on top of an elephant in a river.,31533,297604
18794,coco-30k,An elephant standing next to a bail of hay.,87604,186240
18795,coco-30k,Old photograph depicting group of adults outdoors and some luggage.,48610,524889
18796,coco-30k,A man and a women posing next to one another in front of a table.,96694,6763
18797,coco-30k,"A few pieces of luggage sit, stacked neatly, on the ground.",97148,114479
18798,coco-30k,A man riding in the back of a white and red boat.,41963,274216
18799,coco-30k,A boat that is on a pier and not in the water.,24894,408480
18800,coco-30k,A cat is asleep on top of a bed.,20066,89555
18801,coco-30k,A large black bird perched on top of a tree in a  forest.,40625,361341
18802,coco-30k,A very cute cat sitting by  a very pretty umbrella.,74715,38837
18803,coco-30k,A cat with a yellow bow tie on.,74006,15978
18804,coco-30k,A large white trash truck with a painting on it's side.,84699,372037
18805,coco-30k,A group of people standing and sitting on top of a field.,16054,143961
18806,coco-30k,A woman posing with her husband and two children.,24859,55668
18807,coco-30k,A white boat floating on a  body of water.,20560,288340
18808,coco-30k,A tourist unfolds an umbrella near ancient ruins.,89564,510329
18809,coco-30k,a woman is sitting with an umbrella outside,18469,121417
18810,coco-30k,Commercial logging transport truck on dirt road near forest.,53217,171500
18811,coco-30k,Woman holding umbrella walking on paved roadway next to wall.,15677,331648
18812,coco-30k,A group of people stare at a group of elephants.,7986,419344
18813,coco-30k,A cat is peeking out from under a blanket.,49452,264787
18814,coco-30k,Single boat near the shore of an ocean.,42816,323739
18815,coco-30k,A man riding on the back of a boat filled with people.,31442,105884
18816,coco-30k,A parking meter sitting on the side of a road.,34332,188696
18817,coco-30k,A yellow tanker truck parked on top of a dirt field.,31760,424554
18818,coco-30k,A bride waits for something while holding her bouquet. ,90039,345787
18819,coco-30k,A green utility truck is parked on a street while a man climbs inside.,13362,18837
18820,coco-30k,A beach filled with law chairs and a blue umbrella.,20399,86429
18821,coco-30k,A man standing in front of pile of reflective ribbons.,34116,335587
18822,coco-30k,A man wearing a neck tie and a blue shirt.,75942,533811
18823,coco-30k,A couple of women standing next to each other.,62021,557633
18824,coco-30k,A young man sitting in front of a laptop computer.,61944,113019
18825,coco-30k,A woman standing next to two smiling men.,5232,52966
18826,coco-30k,Large special saddles are used while riding elephants.,51857,477750
18827,coco-30k,A man sanding next to a cow in a pen.,63348,342146
18828,coco-30k,A cat that is standing up looking out of a window.,49049,260967
18829,coco-30k,A red stop sign sitting next to a tree.,86712,347612
18830,coco-30k,A herd of elephants standing around a dry grass field.,46867,406071
18831,coco-30k,A parking meter covered in graffiti sitting on a  sidewalk.,79044,341137
18832,coco-30k,A bunch of suitcases that are on a sidewalk.,89775,412471
18833,coco-30k,A man wearing a red and black neck tie.,86004,539874
18834,coco-30k,This is an old antique photo of an older man. ,53989,300200
18835,coco-30k,An elephant is standing in a fenced area.,15819,581726
18836,coco-30k,Dog lying on bottom of enclosed area with people.,72275,30667
18837,coco-30k,A red fire truck driving down a  street.,40880,258395
18838,coco-30k,Dog lying on bedding material in suitcase in large room.,34490,513125
18839,coco-30k,A small cat standing underneath an umbrella on a table.,80552,249952
18840,coco-30k,A black and white cow standing on to of a lush green hillside.,55750,445298
18841,coco-30k,A long stretch of highway over a river.,13319,40517
18842,coco-30k,a young man with a turqoise tie is smiling,49883,456558
18843,coco-30k,A man holding a camera and a very long neck tie.,89030,349090
18844,coco-30k,A parking meter sitting on the side of a road.,79228,57006
18845,coco-30k,Black and white photo of cars parked on the street.,93921,281397
18846,coco-30k,The train engine number 6309 is operated by BNSF. ,18589,30675
18847,coco-30k,A close shot of a cow standing in the wild. ,99905,82935
18848,coco-30k,Two cows overlooking a mountain range and one is looking in the opposite direction of the other one.,19268,414679
18849,coco-30k,A group of men riding on the back of a small elephant.,37839,184621
18850,coco-30k,A woman holding an umbrella while standing on top of a wooden deck.,87982,81594
18851,coco-30k,water and trees with a mountain behind them.,36992,240436
18852,coco-30k,A lady explains the process of milking a cow.,2337,114907
18853,coco-30k,A small town grocery store beside a road.,84205,155488
18854,coco-30k,A man wearing a red neck tie while wearing a checkered shirt.,77205,249792
18855,coco-30k,A cat on a pet bed looking at a laptop.,55810,369208
18856,coco-30k,A white curly haired dog standing in a hallway.,17767,254050
18857,coco-30k,A cat that is laying on a computer keyboard.,44008,448627
18858,coco-30k,A river filled with boats next to a tall building.,44183,440486
18859,coco-30k,A large body of water filled with lots of boats.,70608,167456
18860,coco-30k,A man standing next to a black bag of luggage.,21226,274291
18861,coco-30k,Group of brown cows standing on a field next to each other. ,75463,421499
18862,coco-30k,Luggage moves along a conveyor belt at an airport.,7606,304099
18863,coco-30k,A large brown dog holding a neon frisbee in his mouth.,87319,206831
18864,coco-30k,"Two elephants looking at each other aggressively while near a body of water, ",87306,323797
18865,coco-30k,A man riding on a boat filled with luggage.,25369,467696
18866,coco-30k,Two green signs that are on top of a stop sign.,65375,261273
18867,coco-30k,a dog with shoes and a backpack standing next to car,438,137028
18868,coco-30k,A warehouse filled with light fixtures in it.,92127,147879
18869,coco-30k,A black cat laying on top of a metal pan.,96504,488004
18870,coco-30k,A group of people sitting on top of a sandy beach.,16190,42260
18871,coco-30k,An umbrella that is standing in the sand.,83489,164255
18872,coco-30k,a little boy wearing a tie and a fake mustache,29958,10779
18873,coco-30k,a man paddling in the lake with a dog nearby,49208,5105
18874,coco-30k,a baby elephant with the family at a zoo,22397,522880
18875,coco-30k,A large white polar bear walking across a dirt and gravel ground.,67746,306664
18876,coco-30k,A train traveling through a rural country side.,32804,428004
18877,coco-30k,Some people in high visibility jackets putting suitcases onto a conveyer belt from a container,34193,308328
18878,coco-30k,a man in a white suit standing in front of some bushes ,17842,354547
18879,coco-30k,The green train is parked at the platform. ,64784,436691
18880,coco-30k,some boats docked in the water and a person in a yellow raft,76339,65375
18881,coco-30k,a chihuahua sitting in a chair at the table in front of a plate of food,3225,307048
18882,coco-30k,A yellow truck that was recently on fire and put out by the fire department.,25354,462315
18883,coco-30k,A couple of brown cows walking across a green field.,6989,400046
18884,coco-30k,A group of men riding on the back of a white boat.,2455,519027
18885,coco-30k,A woman standing next to a herd of animals.,7575,253742
18886,coco-30k,a large bear is standing over by the rocks,30396,201405
18887,coco-30k,A woman holding a pink umbrella over her left shoulder.,43871,66336
18888,coco-30k,A man standing on train tracks as a train approaches.,10578,61605
18889,coco-30k,A man holding an umbrella in a  hallway.,92495,32861
18890,coco-30k,A man with a black top hat and suit is staring at the viewer.,72243,185850
18891,coco-30k,A couple of people standing on top of a sandy beach.,59552,116936
18892,coco-30k,A commuter train at a stop in a major city.,261,85328
18893,coco-30k,Several sailboats sit in the water in front of some trees.,91129,490470
